85,謁 ,謁 [6] ,,,エツ,
86,閲 ,閱 ,,,エツ,
87,円 ,圓 ,,,エン、まる-い,
88,延 ,,,,エン、の-びる、の-べる、の-ばす,
89,沿 ,,,,エン、そ-う,
90,炎 ,,,,エン、ほのお,
91,怨 ,,,,エン、オン,
92,宴 ,,,,エン,
93,媛 ,,,,エン,
94,援 ,,,,エン,
95,園 ,,,,エン、その,
96,煙 ,,,,エン、けむ-る、けむり、けむ-い,
97,猿 ,,,,エン、さる,
98,遠 ,,,,エン、（オン）、とお-い,
99,鉛 ,,,,エン、なまり,
100,塩 ,鹽 ,,,エン、しお,
101,演 ,,,,エン,
102,縁 ,緣 ,,,エン、ふち,
103,艶 ,艷 ,,,エン、つや,
104,汚 ,,,,オ、けが-す、けが-れる、けが-らわしい、よご-す、よご-れる、きたな-い,
105,王 ,,,,オウ,
106,凹 ,,,,オウ,
107,央 ,,,,オウ,
108,応 ,應 ,,,オウ、こた-える,
109,往 ,,,,オウ,
110,押 ,,,,オウ、お-す、お-さえる,
111,旺 ,,,,オウ,
112,欧 ,歐 ,,,オウ,
113,殴 ,毆 ,,,オウ、なぐ-る,
114,桜 ,櫻 ,,,オウ、さくら,
115,翁 ,,,,オウ,
116,奥 ,奧 ,,,オウ、おく,
117,横 ,橫 ,,,オウ、よこ,
118,岡 ,,,,（おか）[7],
119,屋 ,,,,オク、や,
120,億 ,,,,オク,
121,憶 ,,,,オク,
122,臆 [9] ,,,,オク,
123,虞 ,,,,おそれ,
124,乙 ,,,,オツ,
125,俺 ,,,,おれ,
126,卸 ,,,,おろ-す、おろし,
127,音 ,,,,オン、イン、おと、ね,
128,恩 ,,,,オン,
129,温 ,溫 ,,,オン、あたた-か、あたた-かい、あたた-まる、あたた-める,
130,穏 ,穩 ,,,オン、おだ-やか,
131,下 ,,,,カ、ゲ、した、しも、もと、さ-げる、さ-がる、くだ-る、くだ-す、くだ-さる、お-ろす、お-りる,
132,化 ,,,,カ、ケ、ば-ける、ば-かす,
133,火 ,,,,カ、ひ、（ほ）,
134,加 ,,,,カ、くわ-える、くわ-わる,
135,可 ,,,,カ,
136,仮 ,假 ,,,カ、（ケ）、かり,
137,何 ,,,,カ、なに、（なん）,
138,花 ,,,,カ、はな,
139,佳 ,,,,カ,
140,価 ,價 ,,,カ、あたい,
141,果 ,,,,カ、は-たす、は-てる、は-て,
142,河 ,,,,カ、かわ,
143,苛 ,,,,カ,
144,科 ,,,,カ,
145,架 ,,,,カ、か-ける、か-かる,
146,夏 ,,,,カ、（ゲ）、なつ,
147,家 ,,,,カ、ケ、いえ、や,
148,荷 ,,,,カ、に,
149,華 ,,,,カ、（ケ）、はな,
150,菓 ,,,,カ,
151,貨 ,,,,カ,
152,渦 ,,,,カ、うず,
153,過 ,,,,カ、す-ぎる、す-ごす、あやま-つ、あやま-ち,
154,嫁 ,,,,カ、よめ、とつ-ぐ,
155,暇 ,,,,カ、ひま,
156,禍 ,禍 [6] ,,,カ,
157,靴 ,,,,カ、くつ,
158,寡 ,,,,カ,
159,歌 ,,,,カ、うた、うた-う,
160,箇 ,,,,カ,
161,稼 ,,,,カ、かせ-ぐ,
162,課 ,,,,カ,
163,蚊 ,,,,か,
164,牙 [3] ,,,,ガ、（ゲ）、きば,
165,瓦 ,,,,ガ、かわら,
166,我 ,,,,ガ、われ、わ,
167,画 ,畫 ,,,ガ、カク,
168,芽 ,,,,ガ、め,
169,賀 ,,,,ガ,
170,雅 ,,,,ガ,
171,餓 ,,,,ガ,
172,介 ,,,,カイ,
173,回 ,,,,カイ、（エ）、まわ-る、まわ-す,
174,灰 ,,,,カイ、はい,
175,会 ,會 ,,,カイ、エ、あ-う,
176,快 ,,,,カイ、こころよ-い,
177,戒 ,,,,カイ、いまし-める,
178,改 ,,,,カイ、あらた-める、あらた-まる,
179,怪 ,,,,カイ、あや-しい、あや-しむ,
180,拐 ,,,,カイ,
181,悔 ,悔 [6] ,,,カイ、く-いる、く-やむ、くや-しい,
182,海 ,海 [6] ,,,カイ、うみ,
183,界 ,,,,カイ,
184,皆 ,,,,カイ、みな,
185,械 ,,,,カイ,
186,絵 ,繪 ,,,カイ、エ,
187,開 ,,,,カイ、ひら-く、ひら-ける、あ-く、あ-ける,
188,階 ,,,,カイ,
189,塊 ,,,,カイ、かたまり,
190,楷 ,,,,カイ,
191,解 ,,,,カイ、ゲ、と-く、と-かす、と-ける,
192,潰 ,,,,カイ、つぶ-す、つぶ-れる,
193,壊 ,壞 ,,,カイ、こわ-す、こわ-れる,
194,懐 ,懷 ,,,カイ、ふところ、なつ-かしい、なつ-かしむ、なつ-く、なつ-ける,
195,諧 ,,,,カイ,
196,貝 ,,,,かい,
197,外 ,,,,ガイ、ゲ、そと、ほか、はず-す、はず-れる,
198,劾 ,,,,ガイ,
199,害 ,,,,ガイ,
200,崖 ,,,,ガイ、がけ,
201,涯 ,,,,ガイ,
202,街 ,,,,ガイ、（カイ）、まち,
203,慨 ,慨 [6] ,,,ガイ,
204,蓋 ,,,,ガイ、ふた,
205,該 ,,,,ガイ,
206,概 ,槪 ,,,ガイ,
207,骸 [9] ,,,,ガイ,
208,垣 ,,,,かき,
209,柿 ,,,,かき,
210,各 ,,,,カク、おのおの,
211,角 ,,,,カク、かど、つの,
212,拡 ,擴 ,,,カク,
213,革 ,,,,カク、かわ,
214,格 ,,,,カク、（コウ）,
215,核 ,,,,カク,
216,殻 ,殼 ,,,カク、から,
217,郭 ,,,,カク,
218,覚 ,覺 ,,,カク、おぼ-える、さ-ます、さ-める,
219,較 ,,,,カク,
220,隔 ,,,,カク、へだ-てる、へだ-たる,
221,閣 ,,,,カク,
222,確 ,,,,カク、たし-か、たし-かめる,
223,獲 ,,,,カク、え-る,
224,嚇 ,,,,カク,
225,穫 ,,,,カク,
226,学 ,學 ,,,ガク、まな-ぶ,
227,岳 ,嶽 ,,,ガク、たけ,
228,楽 ,樂 ,,,ガク、ラク、たの-しい、たの-しむ,
229,額 ,,,,ガク、ひたい,
230,顎 ,,,,ガク、あご,
231,掛 ,,,,か-ける、か-かる、かかり,
232,潟 ,,,,かた,
233,括 ,,,,カツ,
234,活 ,,,,カツ,
235,喝 ,喝 [6] ,,,カツ,
236,渇 ,渴 ,,,カツ、かわ-く,
237,割 ,,,,カツ、わ-る、わり、わ-れる、さ-く,
238,葛 [4][8] ,,,,カツ、くず,
239,滑 ,,,,カツ、コツ、すべ-る、なめ-らか,
240,褐 ,褐 [6] ,,,カツ,
241,轄 ,,,,カツ,
242,且 ,,,,か-つ,
243,株 ,,,,かぶ,
244,釜 ,,,,かま,
245,鎌 ,,,,かま,
246,刈 ,,,,か-る,
247,干 ,,,,カン、ほ-す、ひ-る,
248,刊 ,,,,カン,
249,甘 ,,,,カン、あま-い、あま-える、あま-やかす,
250,汗 ,,,,カン、あせ,
251,缶 ,罐 ,,,カン,
252,完 ,,,,カン,
253,肝 ,,,,カン、きも,
254,官 ,,,,カン,
255,冠 ,,,,カン、かんむり,
256,巻 ,卷 ,,,カン、ま-く、まき,
257,看 ,,,,カン,
258,陥 ,陷 ,,,カン、おちい-る、おとしい-れる,
259,乾 ,,,,カン、かわ-く、かわ-かす,
260,勘 ,,,,カン,
261,患 ,,,,カン、わずら-う,
262,貫 ,,,,カン、つらぬ-く,
263,寒 ,,,,カン、さむ-い,
264,喚 ,,,,カン,
265,堪 ,,,,カン、た-える,
266,換 ,,,,カン、か-える、か-わる,
267,敢 ,,,,カン,
268,棺 ,,,,カン,
269,款 ,,,,カン,
270,間 ,,,,カン、ケン、あいだ、ま,
271,閑 ,,,,カン,
272,勧 ,勸 ,,,カン、すす-める,
273,寛 ,寬 ,,,カン,
274,幹 ,,,,カン、みき,
275,感 ,,,,カン,
276,漢 ,漢 [6] ,,,カン,
277,慣 ,,,,カン、な-れる、な-らす,
278,管 ,,,,カン、くだ,
279,関 ,關 ,,,カン、せき、かか-わる,
280,歓 ,歡 ,,,カン,
281,監 ,,,,カン,
282,緩 ,,,,カン、ゆる-い、ゆる-やか、ゆる-む、ゆる-める,
283,憾 ,,,,カン,
284,還 ,,,,カン,
285,館 ,館 [6] ,,,カン、やかた,
286,環 ,,,,カン,
287,簡 ,,,,カン,
288,観 ,觀 ,,,カン,
289,韓 [3] ,,,,カン,
290,艦 ,,,,カン,
291,鑑 ,,,,カン、かんが-みる,
292,丸 ,,,,ガン、まる、まる-い、まる-める,
293,含 ,,,,ガン、ふく-む、ふく-める,
294,岸 ,,,,ガン、きし,
295,岩 ,,,,ガン、いわ,
296,玩 ,,,,ガン,
297,眼 ,,,,ガン、（ゲン）、まなこ,
298,頑 ,,,,ガン,
299,顔 ,顏 ,,,ガン、かお,
300,願 ,,,,ガン、ねが-う,
301,企 ,,,,キ、くわだ-てる,
302,伎 ,,,,キ,
303,危 ,,,,キ、あぶ-ない、あや-うい、あや-ぶむ,
304,机 ,,,,キ、つくえ,
305,気 ,氣 ,,,キ、ケ,
306,岐 ,,,,キ,
307,希 ,,,,キ,
308,忌 ,,,,キ、い-む、い-まわしい,
309,汽 ,,,,キ,
310,奇 ,,,,キ,
311,祈 ,祈 [6] ,,,キ、いの-る,
312,季 ,,,,キ,
313,紀 ,,,,キ,
314,軌 ,,,,キ,
315,既 ,旣 ,,,キ、すで-に,
316,記 ,,,,キ、しる-す,
317,起 ,,,,キ、お-きる、お-こる、お-こす,
318,飢 ,,,,キ、う-える,
319,鬼 ,,,,キ、おに,
320,帰 ,歸 ,,,キ、かえ-る、かえ-す,
321,基 ,,,,キ、もと、もとい,
322,寄 ,,,,キ、よ-る、よ-せる,
323,規 ,,,,キ,
324,亀 ,龜 ,,,キ、かめ,
325,喜 ,,,,キ、よろこ-ぶ,
326,幾 ,,,,キ、いく,
327,揮 ,,,,キ,
328,期 ,,,,キ、（ゴ）,
329,棋 ,,,,キ,
330,貴 ,,,,キ、たっと-い、とうと-い、たっと-ぶ、とうと-ぶ,
331,棄 ,,,,キ,
332,毀 ,,,,キ,
333,旗 ,,,,キ、はた,
334,器 ,器 [6] ,,,キ、うつわ,
335,畿 ,,,,キ,
336,輝 ,,,,キ、かがや-く,
337,機 ,,,,キ、はた,
338,騎 ,,,,キ,
339,技 ,,,,ギ、わざ,
340,宜 ,,,,ギ,
341,偽 ,僞 ,,,ギ、いつわ-る、にせ,
342,欺 ,,,,ギ、あざむ-く,
343,義 ,,,,ギ,
344,疑 ,,,,ギ、うたが-う,
345,儀 ,,,,ギ,
346,戯 ,戲 ,,,ギ、たわむ-れる,
347,擬 ,,,,ギ,
348,犠 ,犧 ,,,ギ,
349,議 ,,,,ギ,
350,菊 ,,,,キク,
351,吉 ,,,,キチ、キツ,
352,喫 ,,,,キツ,
353,詰 ,,,,キツ、つ-める、つ-まる、つ-む,
354,却 ,,,,キャク,
355,客 ,,,,キャク、カク,
356,脚 ,,,,キャク、（キャ）、あし,
357,逆 ,,,,ギャク、さか、さか-らう,
358,虐 ,,,,ギャク、しいた-げる,
359,九 ,,,,キュウ、ク、ここの、ここの-つ,
360,久 ,,,,キュウ、（ク）、ひさ-しい,
361,及 ,,,,キュウ、およ-ぶ、およ-び、およ-ぼす,
362,弓 ,,,,キュウ、ゆみ,
363,丘 ,,,,キュウ、おか,
364,旧 ,舊 ,,,キュウ,
365,休 ,,,,キュウ、やす-む、やす-まる、やす-める,
366,吸 ,,,,キュウ、す-う,
367,朽 ,,,,キュウ、く-ちる,
368,臼 ,,,,キュウ、うす,
369,求 ,,,,キュウ、もと-める,
370,究 ,,,,キュウ、きわ-める,
371,泣 ,,,,キュウ、な-く,
372,急 ,,,,キュウ、いそ-ぐ,
373,級 ,,,,キュウ,
374,糾 ,,,,キュウ,
375,宮 ,,,,キュウ、グウ、（ク）、みや,
376,救 ,,,,キュウ、すく-う,
377,球 ,,,,キュウ、たま,
378,給 ,,,,キュウ,
379,嗅 [4] ,,,,キュウ、か-ぐ,
380,窮 ,,,,キュウ、きわ-める、きわ-まる,
381,牛 ,,,,ギュウ、うし,
382,去 ,,,,キョ、コ、さ-る,
383,巨 ,,,,キョ,
384,居 ,,,,キョ、い-る,
385,拒 ,,,,キョ、こば-む,
386,拠 ,據 ,,,キョ、コ,
387,挙 ,擧 ,,,キョ、あ-げる、あ-がる,
388,虚 ,虛 ,,,キョ、（コ）,
389,許 ,,,,キョ、ゆる-す,
390,距 ,,,,キョ,
391,魚 ,,,,ギョ、うお、さかな,
392,御 ,,,,ギョ、ゴ、おん,
393,漁 ,,,,ギョ、リョウ,
394,凶 ,,,,キョウ,
395,共 ,,,,キョウ、とも,
396,叫 ,,,,キョウ、さけ-ぶ,
397,狂 ,,,,キョウ、くる-う、くる-おしい,
398,京 ,,,,キョウ、ケイ,
399,享 ,,,,キョウ,
400,供 ,,,,キョウ、（ク）、そな-える、とも,
401,協 ,,,,キョウ,
402,況 ,,,,キョウ,
403,峡 ,峽 ,,,キョウ,
404,挟 ,挾 ,,,キョウ、はさ-む、はさ-まる,
405,狭 ,狹 ,,,キョウ、せま-い、せば-める、せば-まる,
406,恐 ,,,,キョウ、おそ-れる、おそ-ろしい,
407,恭 ,,,,キョウ、うやうや-しい,
408,胸 ,,,,キョウ、むね、（むな）,
409,脅 ,,,,キョウ、おびや-かす、おど-す、おど-かす,
410,強 ,,,,キョウ、ゴウ、つよ-い、つよ-まる、つよ-める、し-いる,
411,教 ,敎 ,,,キョウ、おし-える、おそ-わる,
412,郷 ,鄕 ,,,キョウ、ゴウ,
413,境 ,,,,キョウ、（ケイ）、さかい,
414,橋 ,,,,キョウ、はし,
415,矯 ,,,,キョウ、た-める,
416,鏡 ,,,,キョウ、かがみ,
417,競 ,,,,キョウ、ケイ、きそ-う、せ-る,
418,響 ,響 [6] ,,,キョウ、ひび-く,
419,驚 ,,,,キョウ、おどろ-く、おどろ-かす,
420,仰 ,,,,ギョウ、（コウ）、あお-ぐ、おお-せ,
421,暁 ,曉 ,,,ギョウ、あかつき,
422,業 ,,,,ギョウ、ゴウ、わざ,
423,凝 ,,,,ギョウ、こ-る、こ-らす,
424,曲 ,,,,キョク、ま-がる、ま-げる,
425,局 ,,,,キョク,
426,極 ,,,,キョク、ゴク、きわ-める、きわ-まる、きわ-み,
427,玉 ,,,,ギョク、たま,
428,巾 ,,,,キン,
429,斤 ,,,,キン,
430,均 ,,,,キン,
431,近 ,,,,キン、ちか-い,
432,金 ,,,,キン、コン、かね、（かな）,
433,菌 ,,,,キン,
434,勤 ,勤 [6] ,,,キン、（ゴン）、つと-める、つと-まる,
435,琴 ,,,,キン、こと,
436,筋 ,,,,キン、すじ,
437,僅 [4][8] ,,,,キン、わず-か,
438,禁 ,,,,キン,
439,緊 ,,,,キン,
440,錦 ,,,,キン、にしき,
441,謹 ,謹 [6] ,,,キン、つつし-む,
442,襟 ,,,,キン、えり,
443,吟 ,,,,ギン,
444,銀 ,,,,ギン,
445,区 ,區 ,,,ク,
446,句 ,,,,ク,
447,苦 ,,,,ク、くる-しい、くる-しむ、くる-しめる、にが-い、にが-る,
448,駆 ,驅 ,,,ク、か-ける、か-る,
449,具 ,,,,グ,
450,惧 [4][9] ,,,,グ,
451,愚 ,,,,グ、おろ-か,
452,空 ,,,,クウ、そら、あ-く、あ-ける、から,
453,偶 ,,,,グウ,
454,遇 ,,,,グウ,
455,隅 ,,,,グウ、すみ,
456,串 ,,,,くし,
457,屈 ,,,,クツ,
458,掘 ,,,,クツ、ほ-る,
459,窟 ,,,,クツ,
460,熊 ,,,,くま,
461,繰 ,,,,く-る,
462,君 ,,,,クン、きみ,
463,訓 ,,,,クン,
464,勲 ,勳 ,,,クン,
465,薫 ,薰 ,,,クン、かお-る,
466,軍 ,,,,グン,
467,郡 ,,,,グン,
468,群 ,,,,グン、む-れる、む-れ、（むら）,
469,兄 ,,,,ケイ、（キョウ）、あに,
470,刑 ,,,,ケイ,
471,形 ,,,,ケイ、ギョウ、かた、かたち,
472,系 ,,,,ケイ,
473,径 ,徑 ,,,ケイ,
474,茎 ,莖 ,,,ケイ、くき,
475,係 ,,,,ケイ、かか-る、かかり,
476,型 ,,,,ケイ、かた,
477,契 ,,,,ケイ、ちぎ-る,
478,計 ,,,,ケイ、はか-る、はか-らう,
479,恵 ,惠 ,,,ケイ、エ、めぐ-む,
480,啓 ,,,,ケイ,
481,掲 ,揭 ,,,ケイ、かか-げる,
482,渓 ,溪 ,,,ケイ,
483,経 ,經 ,,,ケイ、キョウ、へ-る,
484,蛍 ,螢 ,,,ケイ、ほたる,
485,敬 ,,,,ケイ、うやま-う,
486,景 ,,,,ケイ,
487,軽 ,輕 ,,,ケイ、かる-い、かろ-やか,
488,傾 ,,,,ケイ、かたむ-く、かたむ-ける,
489,携 ,,,,ケイ、たずさ-える、たずさ-わる,
490,継 ,繼 ,,,ケイ、つ-ぐ,
491,詣 ,,,,ケイ、もう-でる,
492,慶 ,,,,ケイ,
493,憬 ,,,,ケイ,
494,稽 [4][9] ,,,,ケイ,
495,憩 ,,,,ケイ、いこ-い、いこ-う,
496,警 ,,,,ケイ,
497,鶏 ,鷄 ,,,ケイ、にわとり,
498,芸 ,藝 ,,,ゲイ,
499,迎 ,,,,ゲイ、むか-える,
500,鯨 ,,,,ゲイ、くじら,
501,隙 [4] ,,,,ゲキ、すき,
502,劇 ,,,,ゲキ,
503,撃 ,擊 ,,,ゲキ、う-つ,
504,激 ,,,,ゲキ、はげ-しい,
505,桁 ,,,,けた,
506,欠 ,缺 ,,,ケツ、か-ける、か-く,
507,穴 ,,,,ケツ、あな,
508,血 ,,,,ケツ、ち,
509,決 ,,,,ケツ、き-める、き-まる,
510,結 ,,,,ケツ、むす-ぶ、ゆ-う、ゆ-わえる,
511,傑 ,,,,ケツ,
512,潔 ,,,,ケツ、いさぎよ-い,
513,月 ,,,,ゲツ、ガツ、つき,
514,犬 ,,,,ケン、いぬ,
515,件 ,,,,ケン,
516,見 ,,,,ケン、み-る、み-える、み-せる,
517,券 ,,,,ケン,
518,肩 ,,,,ケン、かた,
519,建 ,,,,ケン、（コン）、た-てる、た-つ,
520,研 ,硏 ,,,ケン、と-ぐ,
521,県 ,縣 ,,,ケン,
522,倹 ,儉 ,,,ケン,
523,兼 ,,,,ケン、か-ねる,
524,剣 ,劍 ,,,ケン、つるぎ,
525,拳 ,,,,ケン、こぶし,
526,軒 ,,,,ケン、のき,
527,健 ,,,,ケン、すこ-やか,
528,険 ,險 ,,,ケン、けわ-しい,
529,圏 ,圈 ,,,ケン,
530,堅 ,,,,ケン、かた-い,
531,検 ,檢 ,,,ケン,
532,嫌 ,,,,ケン、（ゲン）、きら-う、いや,
533,献 ,獻 ,,,ケン、（コン）,
534,絹 ,,,,ケン、きぬ,
535,遣 ,,,,ケン、つか-う、つか-わす,
536,権 ,權 ,,,ケン、（ゴン）,
537,憲 ,,,,ケン,
538,賢 ,,,,ケン、かしこ-い,
539,謙 ,,,,ケン,
540,鍵 ,,,,ケン、かぎ,
541,繭 ,,,,ケン、まゆ,
542,顕 ,顯 ,,,ケン,
543,験 ,驗 ,,,ケン、（ゲン）,
544,懸 ,,,,ケン、（ケ）、か-ける、か-かる,
545,元 ,,,,ゲン、ガン、もと,
546,幻 ,,,,ゲン、まぼろし,
547,玄 ,,,,ゲン,
548,言 ,,,,ゲン、ゴン、い-う、こと,
549,弦 ,,,,ゲン、つる,
550,限 ,,,,ゲン、かぎ-る,
551,原 ,,,,ゲン、はら,
552,現 ,,,,ゲン、あらわ-れる、あらわ-す,
553,舷 ,,,,ゲン,
554,減 ,,,,ゲン、へ-る、へ-らす,
555,源 ,,,,ゲン、みなもと,
556,厳 ,嚴 ,,,ゲン、（ゴン）、おごそ-か、きび-しい,
557,己 ,,,,コ、キ、おのれ,
558,戸 ,戶 ,,,コ、と,
559,古 ,,,,コ、ふる-い、ふる-す,
560,呼 ,,,,コ、よ-ぶ,
561,固 ,,,,コ、かた-める、かた-まる、かた-い,
562,股 ,,,,コ、また,
563,虎 ,,,,コ、とら,
564,孤 ,,,,コ,
565,弧 ,,,,コ,
566,故 ,,,,コ、ゆえ,
567,枯 ,,,,コ、か-れる、か-らす,
568,個 ,,,,コ,
569,庫 ,,,,コ、（ク）,
570,湖 ,,,,コ、みずうみ,
571,雇 ,,,,コ、やと-う,
572,誇 ,,,,コ、ほこ-る,
573,鼓 ,,,,コ、つづみ,
574,錮 ,,,,コ,
575,顧 ,,,,コ、かえり-みる,
576,五 ,,,,ゴ、いつ、いつ-つ,
577,互 ,,,,ゴ、たが-い,
578,午 ,,,,ゴ,
579,呉 ,吳 ,,,ゴ,
580,後 ,,,,ゴ、コウ、のち、うし-ろ、あと、おく-れる,
581,娯 ,娛 ,,,ゴ,
582,悟 ,,,,ゴ、さと-る,
583,碁 ,,,,ゴ,
584,語 ,,,,ゴ、かた-る、かた-らう,
585,誤 ,,,,ゴ、あやま-る,
586,護 ,,,,ゴ,
587,口 ,,,,コウ、ク、くち,
588,工 ,,,,コウ、ク,
589,公 ,,,,コウ、おおやけ,
590,勾 ,,,,コウ,
591,孔 ,,,,コウ,
592,功 ,,,,コウ、（ク）,
593,巧 ,,,,コウ、たく-み,
594,広 ,廣 ,,,コウ、ひろ-い、ひろ-まる、ひろ-める、ひろ-がる、ひろ-げる,
595,甲 ,,,,コウ、カン,
596,交 ,,,,コウ、まじ-わる、まじ-える、ま-じる、ま-ざる、ま-ぜる、か-う、か-わす,
597,光 ,,,,コウ、ひか-る、ひかり,
598,向 ,,,,コウ、む-く、む-ける、む-かう、む-こう,
599,后 ,,,,コウ,
600,好 ,,,,コウ、この-む、す-く,
601,江 ,,,,コウ、え,
602,考 ,,,,コウ、かんが-える,
603,行 ,,,,コウ、ギョウ、（アン）、い-く、ゆ-く、おこな-う,
604,坑 ,,,,コウ,
605,孝 ,,,,コウ,
606,抗 ,,,,コウ,
607,攻 ,,,,コウ、せ-める,
608,更 ,,,,コウ、さら、ふ-ける、ふ-かす,
609,効 ,,,,コウ、き-く,
610,幸 ,,,,コウ、さいわ-い、さち、しあわ-せ,
611,拘 ,,,,コウ,
612,肯 ,,,,コウ,
613,侯 ,,,,コウ,
614,厚 ,,,,コウ、あつ-い,
615,恒 ,恆 ,,,コウ,
616,洪 ,,,,コウ,
617,皇 ,,,,コウ、オウ,
618,紅 ,,,,コウ、（ク）、べに、くれない,
619,荒 ,,,,コウ、あら-い、あ-れる、あ-らす,
620,郊 ,,,,コウ,
621,香 ,,,,コウ、（キョウ）、か、かお-り、かお-る,
622,候 ,,,,コウ、そうろう,
623,校 ,,,,コウ,
624,耕 ,,,,コウ、たがや-す,
625,航 ,,,,コウ,
626,貢 ,,,,コウ、（ク）、みつ-ぐ,
627,降 ,,,,コウ、お-りる、お-ろす、ふ-る,
628,高 ,,,,コウ、たか-い、たか、たか-まる、たか-める,
629,康 ,,,,コウ,
630,控 ,,,,コウ、ひか-える,
631,梗 ,,,,コウ,
632,黄 ,黃 ,,,コウ、オウ、き、（こ）,
633,喉 ,,,,コウ、のど,
634,慌 ,,,,コウ、あわ-てる、あわ-ただしい,
635,港 ,,,,コウ、みなと,
636,硬 ,,,,コウ、かた-い,
637,絞 ,,,,コウ、しぼ-る、し-める、し-まる,
638,項 ,,,,コウ,
639,溝 ,,,,コウ、みぞ,
640,鉱 ,鑛 ,,,コウ,
641,構 ,,,,コウ、かま-える、かま-う,
642,綱 ,,,,コウ、つな,
643,酵 ,,,,コウ,
644,稿 ,,,,コウ,
645,興 ,,,,コウ、キョウ、おこ-る、おこ-す,
646,衡 ,,,,コウ,
647,鋼 ,,,,コウ、はがね,
648,講 ,,,,コウ,
649,購 ,,,,コウ,
650,乞 ,,,,こ-う,
651,号 ,號 ,,,ゴウ,
652,合 ,,,,ゴウ、ガッ、（カッ）、あ-う、あ-わす、あ-わせる,
653,拷 ,,,,ゴウ,
654,剛 ,,,,ゴウ,
655,傲 ,,,,ゴウ,
656,豪 ,,,,ゴウ,
657,克 ,,,,コク,
658,告 ,吿 ,,,コク、つ-げる,
659,谷 ,,,,コク、たに,
660,刻 ,,,,コク、きざ-む,
661,国 ,國 ,,,コク、くに,
662,黒 ,黑 ,,,コク、くろ、くろ-い,
663,穀 ,穀 [6] ,,,コク,
664,酷 ,,,,コク,
665,獄 ,,,,ゴク,
666,骨 ,,,,コツ、ほね,
667,駒 ,,,,こま,
668,込 ,,,,こ-む、こ-める,
669,頃 ,,,,ころ,
670,今 ,,,,コン、キン、いま,
671,困 ,,,,コン、こま-る,
672,昆 ,,,,コン,
